Geography,Cases
"Adair County, Kentucky",1
"Allen County, Kentucky",0
"Anderson County, Kentucky",0
"Ballard County, Kentucky",0
"Barren County, Kentucky",5
"Bath County, Kentucky",1
"Bell County, Kentucky",12
"Boone County, Kentucky",8
"Bourbon County, Kentucky",3
"Boyd County, Kentucky",4
"Boyle County, Kentucky",2
"Bracken County, Kentucky",0
"Breathitt County, Kentucky",0
"Breckinridge County, Kentucky",1
"Bullitt County, Kentucky",7
"Butler County, Kentucky",1
"Caldwell County, Kentucky",2
"Calloway County, Kentucky",6
"Campbell County, Kentucky",4
"Carlisle County, Kentucky",0
"Carroll County, Kentucky",0
"Carter County, Kentucky",1
"Casey County, Kentucky",0
"Christian County, Kentucky",3
"Clark County, Kentucky",8
"Clay County, Kentucky",18
"Clinton County, Kentucky",0
"Crittenden County, Kentucky",0
"Cumberland County, Kentucky",0
"Daviess County, Kentucky",6
"Edmonson County, Kentucky",0
"Elliott County, Kentucky",0
"Estill County, Kentucky",3
"Fayette County, Kentucky",106
"Fleming County, Kentucky",0
"Floyd County, Kentucky",6
"Franklin County, Kentucky",9
"Fulton County, Kentucky",1
"Gallatin County, Kentucky",0
"Garrard County, Kentucky",0
"Grant County, Kentucky",1
"Graves County, Kentucky",1
"Grayson County, Kentucky",0
"Green County, Kentucky",0
"Greenup County, Kentucky",1
"Hancock County, Kentucky",1
"Hardin County, Kentucky",18
"Harlan County, Kentucky",9
"Harrison County, Kentucky",0
"Hart County, Kentucky",1
"Henderson County, Kentucky",6
"Henry County, Kentucky",2
"Hickman County, Kentucky",0
"Hopkins County, Kentucky",4
"Jackson County, Kentucky",1
"Jefferson County, Kentucky",253
"Jessamine County, Kentucky",3
"Johnson County, Kentucky",1
"Kenton County, Kentucky",8
"Knott County, Kentucky",0
"Knox County, Kentucky",13
"Larue County, Kentucky",1
"Laurel County, Kentucky",8
"Lawrence County, Kentucky",0
"Lee County, Kentucky",0
"Leslie County, Kentucky",1
"Letcher County, Kentucky",2
"Lewis County, Kentucky",1
"Lincoln County, Kentucky",2
"Livingston County, Kentucky",2
"Logan County, Kentucky",1
"Lyon County, Kentucky",0
"Mccracken County, Kentucky",8
"Mccreary County, Kentucky",2
"Mclean County, Kentucky",1
"Madison County, Kentucky",9
"Magoffin County, Kentucky",0
"Marion County, Kentucky",1
"Marshall County, Kentucky",1
"Martin County, Kentucky",2
"Mason County, Kentucky",0
"Meade County, Kentucky",5
"Menifee County, Kentucky",1
"Mercer County, Kentucky",2
"Metcalfe County, Kentucky",0
"Monroe County, Kentucky",1
"Montgomery County, Kentucky",2
"Morgan County, Kentucky",1
"Muhlenberg County, Kentucky",1
"Nelson County, Kentucky",4
"Nicholas County, Kentucky",1
"Ohio County, Kentucky",0
"Oldham County, Kentucky",3
"Owen County, Kentucky",0
"Owsley County, Kentucky",0
"Pendleton County, Kentucky",0
"Perry County, Kentucky",2
"Pike County, Kentucky",1
"Powell County, Kentucky",6
"Pulaski County, Kentucky",6
"Robertson County, Kentucky",0
"Rockcastle County, Kentucky",0
"Rowan County, Kentucky",3
"Russell County, Kentucky",4
"Scott County, Kentucky",4
"Shelby County, Kentucky",4
"Simpson County, Kentucky",1
"Spencer County, Kentucky",0
"Taylor County, Kentucky",3
"Todd County, Kentucky",0
"Trigg County, Kentucky",1
"Trimble County, Kentucky",1
"Union County, Kentucky",0
"Warren County, Kentucky",19
"Washington County, Kentucky",1
"Wayne County, Kentucky",1
"Webster County, Kentucky",0
"Whitley County, Kentucky",7
"Wolfe County, Kentucky",1
"Woodford County, Kentucky",1
"Acadia Parish, Louisiana",9
"Allen Parish, Louisiana",3
"Ascension Parish, Louisiana",30
"Assumption Parish, Louisiana",2
"Avoyelles Parish, Louisiana",22
"Beauregard Parish, Louisiana",7
"Bienville Parish, Louisiana",2
"Bossier Parish, Louisiana",18
"Caddo Parish, Louisiana",86
"Calcasieu Parish, Louisiana",35
"Caldwell Parish, Louisiana",3
"Cameron Parish, Louisiana",0
"Catahoula Parish, Louisiana",4
"Claiborne Parish, Louisiana",2
"Concordia Parish, Louisiana",7
"De Soto Parish, Louisiana",6
"East Baton Rouge Parish, Louisiana",181
"East Carroll Parish, Louisiana",2
"East Feliciana Parish, Louisiana",7
"Evangeline Parish, Louisiana",3
"Franklin Parish, Louisiana",4
"Grant Parish, Louisiana",7
"Iberia Parish, Louisiana",18
"Iberville Parish, Louisiana",13
"Jackson Parish, Louisiana",5
"Jefferson Parish, Louisiana",77
"Jefferson Davis Parish, Louisiana",1
"Lafayette Parish, Louisiana",55
"Lafourche Parish, Louisiana",8
"Lasalle Parish, Louisiana",2
"Lincoln Parish, Louisiana",12
"Livingston Parish, Louisiana",34
"Madison Parish, Louisiana",5
"Morehouse Parish, Louisiana",8
"Natchitoches Parish, Louisiana",6
"Orleans Parish, Louisiana",192
"Ouachita Parish, Louisiana",70
"Plaquemines Parish, Louisiana",3
"Pointe Coupee Parish, Louisiana",7
"Rapides Parish, Louisiana",77
"Red River Parish, Louisiana",1
"Richland Parish, Louisiana",4
"Sabine Parish, Louisiana",1
"St. Bernard Parish, Louisiana",10
"St. Charles Parish, Louisiana",1
"St. Helena Parish, Louisiana",3
"St. James Parish, Louisiana",2
"St. John The Baptist Parish, Louisiana",8
"St. Landry Parish, Louisiana",18
"St. Martin Parish, Louisiana",18
"St. Mary Parish, Louisiana",8
"St. Tammany Parish, Louisiana",22
"Tangipahoa Parish, Louisiana",23
"Tensas Parish, Louisiana",0
"Terrebonne Parish, Louisiana",24
"Union Parish, Louisiana",2
"Vermilion Parish, Louisiana",15
"Vernon Parish, Louisiana",10
"Washington Parish, Louisiana",2
"Webster Parish, Louisiana",8
"West Baton Rouge Parish, Louisiana",10
"West Carroll Parish, Louisiana",0
"West Feliciana Parish, Louisiana",0
"Winn Parish, Louisiana",2
"Androscoggin County, Maine",6
"Aroostook County, Maine",2
"Cumberland County, Maine",20
"Franklin County, Maine",0
"Hancock County, Maine",5
"Kennebec County, Maine",10
"Knox County, Maine",0
"Lincoln County, Maine",2
"Oxford County, Maine",1
"Penobscot County, Maine",20
"Piscataquis County, Maine",0
"Sagadahoc County, Maine",1
"Somerset County, Maine",1
"Waldo County, Maine",2
"Washington County, Maine",1
"York County, Maine",11
"Allegany County, Maryland",0
"Anne Arundel County, Maryland",53
"Baltimore County, Maryland",121
"Calvert County, Maryland",1
"Caroline County, Maryland",3
"Carroll County, Maryland",6
"Cecil County, Maryland",3
"Charles County, Maryland",9
"Dorchester County, Maryland",3
"Frederick County, Maryland",15
"Garrett County, Maryland",0
"Harford County, Maryland",13
"Howard County, Maryland",25
"Kent County, Maryland",0
"Montgomery County, Maryland",91
"Prince George's County, Maryland",111
"Queen Anne's County, Maryland",1
"St. Mary's County, Maryland",1
"Somerset County, Maryland",1
"Talbot County, Maryland",0
"Washington County, Maryland",7
"Wicomico County, Maryland",8
"Worcester County, Maryland",3
"Baltimore City, Maryland",306
"Barnstable County, Massachusetts",37
"Berkshire County, Massachusetts",10
"Bristol County, Massachusetts",58
"Dukes County, Massachusetts",0
"Essex County, Massachusetts",71
"Franklin County, Massachusetts",7
"Hampden County, Massachusetts",89
"Hampshire County, Massachusetts",3
"Middlesex County, Massachusetts",168
"Nantucket County, Massachusetts",2
"Norfolk County, Massachusetts",60
"Plymouth County, Massachusetts",55
"Suffolk County, Massachusetts",197
"Worcester County, Massachusetts",65
"Alcona County, Michigan",0
"Alger County, Michigan",0
"Allegan County, Michigan",8
"Alpena County, Michigan",0
"Antrim County, Michigan",1
"Arenac County, Michigan",0
"Baraga County, Michigan",0
"Barry County, Michigan",5
"Bay County, Michigan",3
"Benzie County, Michigan",0
"Berrien County, Michigan",2
"Branch County, Michigan",2
"Calhoun County, Michigan",13
"Cass County, Michigan",1
"Charlevoix County, Michigan",0
"Cheboygan County, Michigan",1
"Chippewa County, Michigan",1
"Clare County, Michigan",0
"Clinton County, Michigan",4
"Crawford County, Michigan",0
"Delta County, Michigan",0
"Dickinson County, Michigan",1
"Eaton County, Michigan",2
"Emmet County, Michigan",1
"Genesee County, Michigan",41
"Gladwin County, Michigan",1
"Gogebic County, Michigan",2
"Grand Traverse County, Michigan",1
"Gratiot County, Michigan",1
"Hillsdale County, Michigan",3
"Houghton County, Michigan",2
"Huron County, Michigan",0
"Ingham County, Michigan",22
"Ionia County, Michigan",2
"Iosco County, Michigan",0
"Iron County, Michigan",0
"Isabella County, Michigan",1
"Jackson County, Michigan",9
"Kalamazoo County, Michigan",44
"Kalkaska County, Michigan",1
"Kent County, Michigan",52
"Keweenaw County, Michigan",0
"Lake County, Michigan",2
"Lapeer County, Michigan",3
"Leelanau County, Michigan",0
"Lenawee County, Michigan",3
"Livingston County, Michigan",3
"Luce County, Michigan",0
"Mackinac County, Michigan",0
"Macomb County, Michigan",74
"Manistee County, Michigan",1
"Marquette County, Michigan",4
"Mason County, Michigan",0
"Mecosta County, Michigan",2
"Menominee County, Michigan",0
"Midland County, Michigan",4
"Missaukee County, Michigan",0
"Monroe County, Michigan",5
"Montcalm County, Michigan",2
"Montmorency County, Michigan",0
"Muskegon County, Michigan",20
"Newaygo County, Michigan",3
"Oakland County, Michigan",115
"Oceana County, Michigan",3
"Ogemaw County, Michigan",0
"Ontonagon County, Michigan",0
"Osceola County, Michigan",2
"Oscoda County, Michigan",0
"Otsego County, Michigan",0
"Ottawa County, Michigan",3
"Presque Isle County, Michigan",0
"Roscommon County, Michigan",0
"Saginaw County, Michigan",14
"St. Clair County, Michigan",7
"St. Joseph County, Michigan",4
"Sanilac County, Michigan",0
"Schoolcraft County, Michigan",0
"Shiawassee County, Michigan",3
"Tuscola County, Michigan",0
"Van Buren County, Michigan",3
"Washtenaw County, Michigan",41
"Wayne County, Michigan",424
"Wexford County, Michigan",0
"Aitkin County, Minnesota",1
"Anoka County, Minnesota",32
"Becker County, Minnesota",6
"Beltrami County, Minnesota",6
"Benton County, Minnesota",3
"Big Stone County, Minnesota",0
"Blue Earth County, Minnesota",5
"Brown County, Minnesota",0
"Carlton County, Minnesota",7
"Carver County, Minnesota",0
"Cass County, Minnesota",9
"Chippewa County, Minnesota",0
"Chisago County, Minnesota",3
"Clay County, Minnesota",0
"Clearwater County, Minnesota",1
"Cook County, Minnesota",0
"Cottonwood County, Minnesota",0
"Crow Wing County, Minnesota",1
"Dakota County, Minnesota",35
"Dodge County, Minnesota",1
"Douglas County, Minnesota",1
"Faribault County, Minnesota",1
"Fillmore County, Minnesota",0
"Freeborn County, Minnesota",0
"Goodhue County, Minnesota",2
"Grant County, Minnesota",0
"Hennepin County, Minnesota",312
"Houston County, Minnesota",0
"Hubbard County, Minnesota",1
"Isanti County, Minnesota",3
"Itasca County, Minnesota",5
"Jackson County, Minnesota",0
"Kanabec County, Minnesota",1
"Kandiyohi County, Minnesota",7
"Kittson County, Minnesota",0
"Koochiching County, Minnesota",0
"Lac Qui Parle County, Minnesota",1
"Lake County, Minnesota",4
"Lake Of The Woods County, Minnesota",0
"Le Sueur County, Minnesota",0
"Lincoln County, Minnesota",0
"Lyon County, Minnesota",1
"Mcleod County, Minnesota",1
"Mahnomen County, Minnesota",4
"Marshall County, Minnesota",0
"Martin County, Minnesota",1
"Meeker County, Minnesota",1
"Mille Lacs County, Minnesota",3
"Morrison County, Minnesota",1
"Mower County, Minnesota",2
"Murray County, Minnesota",0
"Nicollet County, Minnesota",0
"Nobles County, Minnesota",2
"Norman County, Minnesota",0
"Olmsted County, Minnesota",6
"Otter Tail County, Minnesota",2
"Pennington County, Minnesota",1
"Pine County, Minnesota",4
"Pipestone County, Minnesota",0
"Polk County, Minnesota",1
"Pope County, Minnesota",0
"Ramsey County, Minnesota",100
"Red Lake County, Minnesota",0
"Redwood County, Minnesota",1
"Renville County, Minnesota",3
"Rice County, Minnesota",1
"Rock County, Minnesota",1
"Roseau County, Minnesota",0
"St. Louis County, Minnesota",35
"Scott County, Minnesota",14
"Sherburne County, Minnesota",5
"Sibley County, Minnesota",1
"Stearns County, Minnesota",14
"Steele County, Minnesota",1
"Stevens County, Minnesota",0
"Swift County, Minnesota",0
"Todd County, Minnesota",1
"Traverse County, Minnesota",0
"Wabasha County, Minnesota",1
"Wadena County, Minnesota",0
"Waseca County, Minnesota",1
"Washington County, Minnesota",10
"Watonwan County, Minnesota",1
"Wilkin County, Minnesota",1
"Winona County, Minnesota",1
"Wright County, Minnesota",5
"Yellow Medicine County, Minnesota",0
"Adams County, Mississippi",5
"Alcorn County, Mississippi",18
"Amite County, Mississippi",1
"Attala County, Mississippi",5
"Benton County, Mississippi",1
"Bolivar County, Mississippi",6
"Calhoun County, Mississippi",3
"Carroll County, Mississippi",0
"Chickasaw County, Mississippi",14
"Choctaw County, Mississippi",1
"Claiborne County, Mississippi",0
"Clarke County, Mississippi",3
"Clay County, Mississippi",11
"Coahoma County, Mississippi",15
"Copiah County, Mississippi",4
"Covington County, Mississippi",15
"Desoto County, Mississippi",32
"Forrest County, Mississippi",98
"Franklin County, Mississippi",1
"George County, Mississippi",3
"Greene County, Mississippi",3
"Grenada County, Mississippi",10
"Hancock County, Mississippi",5
"Harrison County, Mississippi",64
"Hinds County, Mississippi",55
"Holmes County, Mississippi",4
"Humphreys County, Mississippi",1
"Issaquena County, Mississippi",0
"Itawamba County, Mississippi",0
"Jackson County, Mississippi",19
"Jasper County, Mississippi",5
"Jefferson County, Mississippi",3
"Jefferson Davis County, Mississippi",6
"Jones County, Mississippi",40
"Kemper County, Mississippi",1
"Lafayette County, Mississippi",12
"Lamar County, Mississippi",40
"Lauderdale County, Mississippi",25
"Lawrence County, Mississippi",4
"Leake County, Mississippi",6
"Lee County, Mississippi",40
"Leflore County, Mississippi",5
"Lincoln County, Mississippi",3
"Lowndes County, Mississippi",18
"Madison County, Mississippi",7
"Marion County, Mississippi",16
"Marshall County, Mississippi",5
"Monroe County, Mississippi",23
"Montgomery County, Mississippi",6
"Neshoba County, Mississippi",14
"Newton County, Mississippi",6
"Noxubee County, Mississippi",2
"Oktibbeha County, Mississippi",23
"Panola County, Mississippi",17
"Pearl River County, Mississippi",3
"Perry County, Mississippi",14
"Pike County, Mississippi",9
"Pontotoc County, Mississippi",23
"Prentiss County, Mississippi",10
"Quitman County, Mississippi",7
"Rankin County, Mississippi",9
"Scott County, Mississippi",5
"Sharkey County, Mississippi",1
"Simpson County, Mississippi",4
"Smith County, Mississippi",5
"Stone County, Mississippi",6
"Sunflower County, Mississippi",2
"Tallahatchie County, Mississippi",6
"Tate County, Mississippi",5
"Tippah County, Mississippi",4
"Tishomingo County, Mississippi",2
"Tunica County, Mississippi",5
"Union County, Mississippi",7
"Walthall County, Mississippi",3
"Warren County, Mississippi",15
"Washington County, Mississippi",18
"Wayne County, Mississippi",8
"Webster County, Mississippi",0
"Wilkinson County, Mississippi",1
"Winston County, Mississippi",6
"Yalobusha County, Mississippi",6
"Yazoo County, Mississippi",5
"Adair County, Missouri",3
"Andrew County, Missouri",4
"Atchison County, Missouri",0
"Audrain County, Missouri",4
"Barry County, Missouri",10
"Barton County, Missouri",0
"Bates County, Missouri",1
"Benton County, Missouri",3
"Bollinger County, Missouri",9
"Boone County, Missouri",6
"Buchanan County, Missouri",65
"Butler County, Missouri",32
"Caldwell County, Missouri",1
"Callaway County, Missouri",10
"Camden County, Missouri",2
"Cape Girardeau County, Missouri",44
"Carroll County, Missouri",2
"Carter County, Missouri",4
"Cass County, Missouri",9
"Cedar County, Missouri",0
"Chariton County, Missouri",1
"Christian County, Missouri",15
"Clark County, Missouri",0
"Clay County, Missouri",43
"Clinton County, Missouri",5
"Cole County, Missouri",10
"Cooper County, Missouri",0
"Crawford County, Missouri",2
"Dade County, Missouri",1
"Dallas County, Missouri",5
"Daviess County, Missouri",1
"Dekalb County, Missouri",4
"Dent County, Missouri",2
"Douglas County, Missouri",3
"Dunklin County, Missouri",7
"Franklin County, Missouri",20
"Gasconade County, Missouri",0
"Gentry County, Missouri",4
"Greene County, Missouri",147
"Grundy County, Missouri",1
"Harrison County, Missouri",1
"Henry County, Missouri",3
"Hickory County, Missouri",2
"Holt County, Missouri",1
"Howard County, Missouri",1
"Howell County, Missouri",1
"Iron County, Missouri",0
"Jackson County, Missouri",295
"Jasper County, Missouri",32
"Jefferson County, Missouri",24
"Johnson County, Missouri",5
"Knox County, Missouri",0
"Laclede County, Missouri",10
"Lafayette County, Missouri",5
"Lawrence County, Missouri",7
"Lewis County, Missouri",0
"Lincoln County, Missouri",3
"Linn County, Missouri",0
"Livingston County, Missouri",1
"Mcdonald County, Missouri",8
"Macon County, Missouri",0
"Madison County, Missouri",2
"Maries County, Missouri",0
"Marion County, Missouri",1
"Mercer County, Missouri",0
"Miller County, Missouri",5
"Mississippi County, Missouri",2
"Moniteau County, Missouri",2
"Monroe County, Missouri",1
"Montgomery County, Missouri",0
"Morgan County, Missouri",1
"New Madrid County, Missouri",13
"Newton County, Missouri",18
"Nodaway County, Missouri",0
"Oregon County, Missouri",0
"Osage County, Missouri",0
"Ozark County, Missouri",1
"Pemiscot County, Missouri",4
"Perry County, Missouri",4
"Pettis County, Missouri",10
"Phelps County, Missouri",11
"Pike County, Missouri",0
"Platte County, Missouri",12
"Polk County, Missouri",7
"Pulaski County, Missouri",4
"Putnam County, Missouri",0
"Ralls County, Missouri",1
"Randolph County, Missouri",1
"Ray County, Missouri",6
"Reynolds County, Missouri",1
"Ripley County, Missouri",3
"St. Charles County, Missouri",33
"St. Clair County, Missouri",0
"Ste. Genevieve County, Missouri",0
"St. Francois County, Missouri",15
"St. Louis County, Missouri",156
"Saline County, Missouri",6
"Schuyler County, Missouri",0
"Scotland County, Missouri",0
"Scott County, Missouri",16
"Shannon County, Missouri",1
"Shelby County, Missouri",1
"Stoddard County, Missouri",8
"Stone County, Missouri",7
"Sullivan County, Missouri",1
"Taney County, Missouri",22
"Texas County, Missouri",2
"Vernon County, Missouri",3
"Warren County, Missouri",0
"Washington County, Missouri",0
"Wayne County, Missouri",3
"Webster County, Missouri",3
"Worth County, Missouri",0
"Wright County, Missouri",1
"St. Louis City, Missouri",187
"Beaverhead County, Montana",0
"Big Horn County, Montana",58
"Blaine County, Montana",0
"Broadwater County, Montana",0
"Carbon County, Montana",1
"Carter County, Montana",1
"Cascade County, Montana",18
"Chouteau County, Montana",0
"Custer County, Montana",1
"Daniels County, Montana",0
"Dawson County, Montana",0
"Deer Lodge County, Montana",1
"Fallon County, Montana",0
"Fergus County, Montana",0
"Flathead County, Montana",7
"Gallatin County, Montana",14
"Garfield County, Montana",0
"Glacier County, Montana",5
"Golden Valley County, Montana",1
"Granite County, Montana",0
"Hill County, Montana",3
"Jefferson County, Montana",1
"Judith Basin County, Montana",0
"Lake County, Montana",3
"Lewis And Clark County, Montana",6
"Liberty County, Montana",0
"Lincoln County, Montana",0
"Mccone County, Montana",0
"Madison County, Montana",1
"Meagher County, Montana",0
"Mineral County, Montana",0
"Missoula County, Montana",5
"Musselshell County, Montana",0
"Park County, Montana",0
"Petroleum County, Montana",0
"Phillips County, Montana",0
"Pondera County, Montana",3
"Powder River County, Montana",0
"Powell County, Montana",3
"Prairie County, Montana",0
"Ravalli County, Montana",1
"Richland County, Montana",1
"Roosevelt County, Montana",63
"Rosebud County, Montana",17
"Sanders County, Montana",0
"Sheridan County, Montana",0
"Silver Bow County, Montana",9
"Stillwater County, Montana",1
"Sweet Grass County, Montana",0
"Teton County, Montana",4
"Toole County, Montana",1
"Treasure County, Montana",0
"Valley County, Montana",1
"Wheatland County, Montana",0
"Wibaux County, Montana",0
"Yellowstone County, Montana",95
"Adams County, Nebraska",2
"Antelope County, Nebraska",0
"Arthur County, Nebraska",0
"Banner County, Nebraska",0
"Blaine County, Nebraska",0
"Boone County, Nebraska",1
"Box Butte County, Nebraska",1
"Boyd County, Nebraska",1
"Brown County, Nebraska",0
"Buffalo County, Nebraska",7
"Burt County, Nebraska",0
"Butler County, Nebraska",0
"Cass County, Nebraska",2
"Cedar County, Nebraska",0
"Chase County, Nebraska",0
"Cherry County, Nebraska",3
"Cheyenne County, Nebraska",0
"Clay County, Nebraska",1
"Colfax County, Nebraska",0
"Cuming County, Nebraska",0
"Custer County, Nebraska",0
"Dakota County, Nebraska",13
"Dawes County, Nebraska",1
"Dawson County, Nebraska",3
"Deuel County, Nebraska",0
"Dixon County, Nebraska",0
"Dodge County, Nebraska",7
"Douglas County, Nebraska",79
"Dundy County, Nebraska",0
"Fillmore County, Nebraska",0
"Franklin County, Nebraska",1
"Frontier County, Nebraska",0
"Furnas County, Nebraska",0
"Gage County, Nebraska",0
"Garden County, Nebraska",0
"Garfield County, Nebraska",0
"Gosper County, Nebraska",0
"Grant County, Nebraska",0
"Greeley County, Nebraska",0
"Hall County, Nebraska",5
"Hamilton County, Nebraska",0
"Harlan County, Nebraska",0
"Hayes County, Nebraska",0
"Hitchcock County, Nebraska",0
"Holt County, Nebraska",0
"Hooker County, Nebraska",0
"Howard County, Nebraska",0
"Jefferson County, Nebraska",0
"Johnson County, Nebraska",0
"Kearney County, Nebraska",0
"Keith County, Nebraska",1
"Keya Paha County, Nebraska",0
"Kimball County, Nebraska",0
"Knox County, Nebraska",0
"Lancaster County, Nebraska",41
"Lincoln County, Nebraska",1
"Logan County, Nebraska",0
"Loup County, Nebraska",0
"Mcpherson County, Nebraska",0
"Madison County, Nebraska",0
"Merrick County, Nebraska",1
"Morrill County, Nebraska",1
"Nance County, Nebraska",0
"Nemaha County, Nebraska",0
"Nuckolls County, Nebraska",0
"Otoe County, Nebraska",1
"Pawnee County, Nebraska",0
"Perkins County, Nebraska",0
"Phelps County, Nebraska",1
"Pierce County, Nebraska",0
"Platte County, Nebraska",7
"Polk County, Nebraska",0
"Red Willow County, Nebraska",1
"Richardson County, Nebraska",0
"Rock County, Nebraska",0
"Saline County, Nebraska",1
"Sarpy County, Nebraska",14
"Saunders County, Nebraska",1
"Scotts Bluff County, Nebraska",1
"Seward County, Nebraska",0
"Sheridan County, Nebraska",0
"Sherman County, Nebraska",1
"Sioux County, Nebraska",0
"Stanton County, Nebraska",0
"Thayer County, Nebraska",1
"Thomas County, Nebraska",0
"Thurston County, Nebraska",10
"Valley County, Nebraska",1
"Washington County, Nebraska",0
"Wayne County, Nebraska",0
"Webster County, Nebraska",0
"Wheeler County, Nebraska",0
"York County, Nebraska",3
"Churchill County, Nevada",2
"Clark County, Nevada",708
"Douglas County, Nevada",4
"Elko County, Nevada",5
"Esmeralda County, Nevada",0
"Eureka County, Nevada",0
"Humboldt County, Nevada",0
"Lander County, Nevada",0
"Lincoln County, Nevada",0
"Lyon County, Nevada",6
"Mineral County, Nevada",1
"Nye County, Nevada",9
"Pershing County, Nevada",1
"Storey County, Nevada",1
"Washoe County, Nevada",153
"White Pine County, Nevada",1
"Carson City, Nevada",11
"Belknap County, New Hampshire",1
"Carroll County, New Hampshire",1
"Cheshire County, New Hampshire",3
"Coos County, New Hampshire",1
"Grafton County, New Hampshire",2
"Hillsborough County, New Hampshire",37
"Merrimack County, New Hampshire",10
"Rockingham County, New Hampshire",15
"Strafford County, New Hampshire",3
"Sullivan County, New Hampshire",1
"Atlantic County, New Jersey",52
"Bergen County, New Jersey",64
"Burlington County, New Jersey",35
"Camden County, New Jersey",140
"Cape May County, New Jersey",4
"Cumberland County, New Jersey",22
"Essex County, New Jersey",202
"Gloucester County, New Jersey",20
"Hudson County, New Jersey",114
"Hunterdon County, New Jersey",2
"Mercer County, New Jersey",53
"Middlesex County, New Jersey",63
"Monmouth County, New Jersey",41
"Morris County, New Jersey",9
"Ocean County, New Jersey",22
"Passaic County, New Jersey",84
"Salem County, New Jersey",2
"Somerset County, New Jersey",18
"Sussex County, New Jersey",4
"Union County, New Jersey",64
"Warren County, New Jersey",3
"Bernalillo County, New Mexico",249
"Catron County, New Mexico",0
"Chaves County, New Mexico",23
"Cibola County, New Mexico",11
"Colfax County, New Mexico",1
"Curry County, New Mexico",25
"De Baca County, New Mexico",1
"Doña Ana County, New Mexico",90
"Eddy County, New Mexico",27
"Grant County, New Mexico",4
"Guadalupe County, New Mexico",1
"Harding County, New Mexico",0
"Hidalgo County, New Mexico",0
"Lea County, New Mexico",31
"Lincoln County, New Mexico",1
"Los Alamos County, New Mexico",2
"Luna County, New Mexico",16
"Mckinley County, New Mexico",56
"Mora County, New Mexico",0
"Otero County, New Mexico",5
"Quay County, New Mexico",1
"Rio Arriba County, New Mexico",29
"Roosevelt County, New Mexico",6
"Sandoval County, New Mexico",31
"San Juan County, New Mexico",91
"San Miguel County, New Mexico",2
"Santa Fe County, New Mexico",21
"Sierra County, New Mexico",3
"Socorro County, New Mexico",2
"Taos County, New Mexico",4
"Torrance County, New Mexico",4
"Union County, New Mexico",0
"Valencia County, New Mexico",24
"Albany County, New York",74
"Allegany County, New York",1
"Bronx County, New York",505
"Broome County, New York",9
"Cattaraugus County, New York",2
"Cayuga County, New York",2
"Chautauqua County, New York",5
"Chemung County, New York",8
"Chenango County, New York",2
"Clinton County, New York",7
"Columbia County, New York",8
"Cortland County, New York",3
"Delaware County, New York",1
"Dutchess County, New York",31
"Erie County, New York",85
"Essex County, New York",1
"Franklin County, New York",1
"Fulton County, New York",1
"Genesee County, New York",3
"Greene County, New York",2
"Hamilton County, New York",0
"Herkimer County, New York",0
"Jefferson County, New York",8
"Kings County, New York",630
"Lewis County, New York",0
"Livingston County, New York",4
"Madison County, New York",7
"Monroe County, New York",334
"Montgomery County, New York",3
"Nassau County, New York",130
"New York County, New York",662
"Niagara County, New York",13
"Oneida County, New York",12
"Onondaga County, New York",79
"Ontario County, New York",13
"Orange County, New York",60
"Orleans County, New York",2
"Oswego County, New York",3
"Otsego County, New York",0
"Putnam County, New York",7
"Queens County, New York",452
"Rensselaer County, New York",12
"Richmond County, New York",51
"Rockland County, New York",19
"St. Lawrence County, New York",2
"Saratoga County, New York",14
"Schenectady County, New York",14
"Schoharie County, New York",4
"Schuyler County, New York",4
"Seneca County, New York",4
"Steuben County, New York",0
"Suffolk County, New York",139
"Sullivan County, New York",8
"Tioga County, New York",1
"Tompkins County, New York",16
"Ulster County, New York",11
"Warren County, New York",2
"Washington County, New York",0
"Wayne County, New York",19
"Westchester County, New York",110
"Wyoming County, New York",1
"Yates County, New York",2
"Alamance County, North Carolina",49
"Alexander County, North Carolina",4
"Alleghany County, North Carolina",0
"Anson County, North Carolina",6
"Ashe County, North Carolina",2
"Avery County, North Carolina",1
"Beaufort County, North Carolina",10
"Bertie County, North Carolina",8
"Bladen County, North Carolina",5
"Brunswick County, North Carolina",8
"Buncombe County, North Carolina",55
"Burke County, North Carolina",16
"Cabarrus County, North Carolina",30
"Caldwell County, North Carolina",12
"Camden County, North Carolina",0
"Carteret County, North Carolina",3
"Caswell County, North Carolina",3
"Catawba County, North Carolina",22
"Chatham County, North Carolina",3
"Cherokee County, North Carolina",2
"Chowan County, North Carolina",1
"Clay County, North Carolina",0
"Cleveland County, North Carolina",25
"Columbus County, North Carolina",6
"Craven County, North Carolina",17
"Cumberland County, North Carolina",133
"Currituck County, North Carolina",3
"Dare County, North Carolina",0
"Davidson County, North Carolina",30
"Davie County, North Carolina",10
"Duplin County, North Carolina",10
"Durham County, North Carolina",131
"Edgecombe County, North Carolina",37
"Forsyth County, North Carolina",94
"Franklin County, North Carolina",6
"Gaston County, North Carolina",50
"Gates County, North Carolina",0
"Graham County, North Carolina",0
"Granville County, North Carolina",9
"Greene County, North Carolina",6
"Guilford County, North Carolina",213
"Halifax County, North Carolina",8
"Harnett County, North Carolina",29
"Haywood County, North Carolina",6
"Henderson County, North Carolina",10
"Hertford County, North Carolina",4
"Hoke County, North Carolina",22
"Hyde County, North Carolina",0
"Iredell County, North Carolina",17
"Jackson County, North Carolina",2
"Johnston County, North Carolina",40
